sample,outer_wall_thickness,inside_wall_side_thickness,inside_wall_middle_thickness,height,width,sigma0,youngs
9045,2.85,1.74,1.44,76.26,127.97,242.65,68998.4
9046,2.64,1.72,1.55,75.60,128.12,243.62,73169.8
9047,2.63,1.95,1.37,75.82,127.33,255.66,67050.1
9048,2.75,2.17,1.58,76.10,127.82,290.03,76880.2
9049,2.59,1.77,1.52,75.54,127.92,247.26,71468.7
9050,2.66,2.20,1.63,75.60,128.35,265.37,73185.2
9051,2.82,2.21,1.33,75.48,127.33,280.23,63767.5
9052,2.87,2.00,1.69,76.53,128.23,284.82,65736.0
9053,2.63,1.76,1.24,76.04,127.86,274.29,72938.2
9054,2.84,2.12,1.63,75.83,127.53,291.50,70543.9
9055,2.81,1.73,1.25,75.23,127.26,282.34,69928.3
9056,2.65,2.29,1.48,76.25,127.35,266.33,74722.1
9057,2.77,1.81,1.64,76.19,128.43,280.16,66903.3
9058,2.67,2.09,1.44,75.74,127.35,261.77,74975.8
9059,2.60,2.04,1.52,76.56,128.34,245.70,63083.4
9060,2.52,1.79,1.26,75.36,127.37,280.31,74218.8
9061,2.70,2.29,1.29,76.07,127.22,266.36,65366.7
9062,2.54,1.80,1.67,76.19,127.33,247.23,74584.7
9063,2.60,2.00,1.60,76.58,127.66,270.36,76797.3
9064,2.76,1.86,1.65,75.66,127.61,256.09,72098.1
9065,2.78,1.86,1.33,75.29,128.46,249.31,71725.5
9066,2.87,2.12,1.39,76.47,128.39,282.99,71488.5
9067,2.74,2.26,1.43,76.25,128.30,251.15,68265.6
9068,2.57,1.75,1.54,76.45,128.40,263.03,64152.2
9069,2.58,1.90,1.53,76.27,127.69,259.61,63623.5
9070,2.69,2.19,1.30,76.08,127.47,284.77,75075.4
9071,2.89,1.92,1.56,76.46,128.44,248.36,64438.5
9072,2.86,2.17,1.65,75.74,127.51,273.40,75179.0
9073,2.84,2.29,1.67,76.13,128.57,245.00,74432.9
9074,2.82,2.13,1.53,76.18,127.44,282.96,72183.1
9075,2.52,2.13,1.79,76.37,128.26,262.87,69406.5
9076,2.50,1.85,1.33,75.57,128.17,260.30,66282.8
9077,2.81,2.18,1.32,76.28,128.49,244.51,73485.2
9078,2.79,2.30,1.71,75.79,127.55,250.85,72611.5
9079,2.80,2.15,1.69,75.33,128.46,267.51,76906.8
9080,2.58,1.81,1.73,76.59,127.97,281.40,69346.5
9081,2.58,1.90,1.63,76.10,127.67,290.66,73840.8
9082,2.78,1.86,1.77,75.55,128.29,258.71,74378.1
9083,2.68,2.23,1.48,76.27,127.91,241.39,72805.6
9084,2.52,1.83,1.62,76.40,128.14,263.10,67686.3
9085,2.87,1.73,1.54,75.99,128.21,287.17,63674.7
9086,2.76,1.84,1.43,75.87,127.54,293.65,70145.8
9087,2.87,1.97,1.41,75.95,127.36,255.04,75944.0
9088,2.74,1.99,1.51,76.14,127.54,260.49,73857.7
9089,2.89,1.98,1.76,76.29,127.46,272.37,75422.3
9090,2.88,2.05,1.21,75.50,127.61,282.64,71027.8
9091,2.51,2.16,1.79,76.14,128.04,262.83,67396.8
9092,2.80,2.07,1.77,76.17,127.58,247.24,69621.0
9093,2.56,1.88,1.62,75.73,127.96,273.04,70631.8
9094,2.90,2.24,1.33,75.23,128.47,254.96,69795.0
9095,2.83,1.80,1.66,75.64,128.17,270.74,67946.7
9096,2.71,2.30,1.37,75.71,128.37,293.53,74631.6
9097,2.86,1.96,1.34,76.14,127.90,288.94,63560.6
9098,2.65,1.99,1.77,76.28,128.33,275.49,70503.1
9099,2.57,2.29,1.69,75.98,127.53,245.16,74323.7
9100,2.68,2.24,1.53,76.29,127.89,282.28,64662.7
9101,2.80,2.03,1.27,75.72,128.49,255.25,68451.7
9102,2.63,1.98,1.50,75.35,127.86,280.58,71738.4
9103,2.80,1.77,1.31,75.97,128.55,280.95,73276.6
9104,2.64,2.28,1.32,75.69,127.90,286.45,70838.3
9105,2.67,2.19,1.39,75.85,128.22,263.28,76089.5
9106,2.71,1.93,1.59,75.84,128.43,251.15,71503.3
9107,2.77,1.92,1.65,75.62,128.39,240.44,72405.2
9108,2.86,1.99,1.35,75.54,127.61,280.48,69018.8
9109,2.65,2.30,1.40,75.48,128.09,259.98,69910.5
9110,2.83,1.90,1.31,76.34,127.26,255.15,68600.1
9111,2.78,2.28,1.33,76.47,128.13,293.47,74759.9
9112,2.82,2.06,1.38,75.59,127.47,274.59,67153.1
9113,2.56,2.14,1.42,75.48,127.96,290.81,75373.9
9114,2.54,1.76,1.57,75.68,128.09,255.54,72798.7
9115,2.65,2.08,1.45,75.98,127.65,247.53,63804.5
9116,2.61,2.05,1.43,75.95,127.68,268.71,64899.5
9117,2.71,2.18,1.74,76.05,128.58,251.12,63383.3
9118,2.54,1.75,1.60,75.34,128.46,249.78,71714.2
9119,2.57,2.19,1.47,75.38,128.52,275.69,74639.5
9120,2.59,1.72,1.30,76.25,127.60,243.94,75148.5
9121,2.75,1.75,1.41,76.26,128.29,252.76,71945.0
9122,2.55,2.17,1.36,75.91,128.17,241.16,65685.7
9123,2.66,1.73,1.63,75.23,128.30,287.79,64982.8
9124,2.65,2.02,1.33,75.24,127.44,251.90,71362.3
9125,2.81,2.28,1.30,75.91,128.41,262.39,67209.0
9126,2.79,2.16,1.69,75.46,127.54,290.39,64075.6
9127,2.89,1.80,1.73,75.88,128.42,258.17,72985.2
9128,2.72,2.19,1.38,75.47,128.51,288.31,70942.7
9129,2.71,2.21,1.39,75.94,128.11,284.52,74039.1
9130,2.68,2.15,1.67,76.01,128.28,290.71,70276.1
9131,2.53,1.82,1.46,75.98,127.26,246.68,76419.1
9132,2.75,2.18,1.22,76.18,127.23,255.81,69143.0
9133,2.75,1.90,1.24,75.57,128.07,276.21,76534.3
9134,2.57,1.82,1.32,76.29,127.81,283.14,63391.3
9135,2.79,1.71,1.69,76.13,127.38,256.45,64792.3
9136,2.66,2.06,1.73,75.91,127.61,245.26,64503.2
9137,2.58,1.71,1.45,75.36,127.99,266.44,74367.3
9138,2.75,2.23,1.39,76.07,128.30,260.64,66742.3
9139,2.55,1.73,1.30,75.72,127.42,278.60,67801.8
9140,2.69,2.12,1.67,75.43,127.37,256.57,75060.8
9141,2.72,2.25,1.62,76.38,128.18,273.81,64675.8
9142,2.84,2.14,1.56,75.85,127.69,277.87,71632.1
9143,2.72,2.09,1.27,76.35,128.36,293.44,63623.3
9144,2.59,1.77,1.77,75.32,128.15,249.91,65510.9
9145,2.73,1.97,1.62,75.80,127.99,273.63,67909.8
9146,2.78,2.29,1.34,76.40,127.82,278.45,65334.3
9147,2.51,1.71,1.55,76.30,128.28,287.83,65198.0
9148,2.61,1.84,1.72,75.52,127.34,273.31,72709.7
9149,2.85,1.80,1.65,76.16,127.26,266.77,65785.9
9150,2.53,1.70,1.65,75.64,127.59,268.92,74526.6
9151,2.67,2.06,1.43,76.09,127.63,253.41,71478.7
9152,2.55,1.94,1.24,75.97,127.41,269.91,74493.0
9153,2.86,2.21,1.54,76.45,127.23,240.67,64352.2
9154,2.56,1.80,1.37,76.54,128.56,273.59,74246.8
9155,2.84,1.90,1.70,76.57,127.77,246.65,71601.5
9156,2.64,1.88,1.70,76.41,127.52,281.42,75253.4
9157,2.50,1.71,1.48,75.28,127.66,244.23,64395.8
9158,2.68,2.12,1.34,75.84,127.66,292.39,63601.1
9159,2.90,1.81,1.78,76.15,128.24,268.94,71180.1
9160,2.85,1.75,1.75,76.28,127.40,246.63,67605.1
9161,2.54,2.09,1.61,76.44,127.87,271.41,67530.2
9162,2.84,1.83,1.74,76.23,127.96,250.98,74525.6
9163,2.89,2.06,1.39,75.94,128.26,282.97,69203.9
9164,2.72,2.26,1.63,75.58,128.43,273.56,69634.1
9165,2.72,2.10,1.36,76.57,127.67,258.95,64113.3
9166,2.88,1.82,1.25,75.65,128.11,275.59,76414.2
9167,2.74,1.81,1.56,76.27,128.21,290.41,70577.9
9168,2.72,2.06,1.75,76.22,128.15,288.34,72550.3
9169,2.72,1.85,1.48,75.40,128.30,275.46,76849.6
9170,2.53,1.96,1.76,76.59,127.43,267.40,69201.9
9171,2.74,2.23,1.25,75.38,127.81,287.42,69905.4
9172,2.88,1.77,1.39,75.63,128.59,288.83,67997.7
9173,2.79,2.20,1.20,75.95,128.28,260.42,71734.7
9174,2.62,2.25,1.72,76.04,127.52,282.89,68308.0
9175,2.50,1.80,1.23,76.00,127.46,260.52,76904.9
9176,2.66,1.97,1.77,75.62,128.07,250.00,75681.3
9177,2.77,1.89,1.55,75.68,127.78,291.19,76223.6
9178,2.83,2.17,1.45,75.86,127.50,280.69,69015.6
9179,2.89,2.22,1.27,75.61,127.26,272.95,64354.7
9180,2.73,1.75,1.75,76.19,127.43,266.17,66094.5
9181,2.82,1.91,1.56,75.27,128.20,283.29,65058.6
9182,2.54,1.83,1.25,75.91,128.48,265.78,76070.8
9183,2.88,1.93,1.24,76.55,127.43,242.07,74980.2
9184,2.78,2.07,1.22,75.25,127.79,278.28,70624.1
9185,2.81,2.10,1.64,76.07,127.62,281.81,66149.7
9186,2.80,1.89,1.28,75.20,127.87,252.35,75811.1
9187,2.59,2.04,1.68,75.20,127.63,269.39,76471.7
9188,2.70,2.07,1.60,76.54,127.95,274.72,68857.4
9189,2.79,1.87,1.38,76.40,127.83,250.70,64495.5
9190,2.62,1.97,1.43,76.00,127.23,275.10,64109.4
9191,2.53,1.99,1.26,75.66,128.48,261.16,68654.5
9192,2.51,2.06,1.47,75.67,127.57,289.58,72015.8
9193,2.77,1.93,1.69,75.98,128.31,278.58,72274.2
9194,2.75,1.70,1.32,75.24,128.09,246.73,63880.8
9195,2.78,2.21,1.65,75.84,127.65,250.02,75634.4
9196,2.52,1.78,1.53,76.22,128.04,279.96,72531.4
9197,2.85,2.21,1.59,75.23,127.90,271.92,69192.6
9198,2.52,1.81,1.37,76.32,128.48,273.48,73331.7
9199,2.82,2.09,1.79,75.51,127.27,251.72,70072.2
9200,2.77,1.83,1.47,76.31,127.68,250.78,67736.9
9201,2.84,2.10,1.40,75.84,127.96,240.85,73168.2
9202,2.50,1.88,1.57,75.59,127.85,257.70,69315.1
9203,2.64,2.12,1.52,75.62,127.72,272.32,67035.4
9204,2.71,1.90,1.37,76.43,127.45,249.74,69063.3
9205,2.60,2.25,1.33,75.49,128.24,277.01,64418.0
9206,2.74,2.10,1.53,75.33,127.68,257.49,63943.3
9207,2.68,2.29,1.49,76.56,128.24,250.03,76558.0
9208,2.74,1.79,1.79,75.56,127.73,268.69,73784.9
9209,2.55,2.27,1.70,75.93,128.17,261.97,76891.2
9210,2.66,1.83,1.71,76.49,128.57,286.08,73624.6
9211,2.53,2.00,1.51,76.46,128.13,241.49,68034.1
9212,2.90,1.99,1.68,75.92,128.31,293.01,66395.0
9213,2.55,1.87,1.71,75.86,127.85,258.84,76499.2
9214,2.76,1.88,1.78,76.41,127.58,291.65,64901.5
9215,2.56,2.10,1.31,75.46,127.29,287.45,76668.1
9216,2.54,1.79,1.36,76.55,127.97,265.00,75934.2
9217,2.89,1.96,1.66,76.37,127.83,281.34,68716.9
9218,2.74,2.01,1.30,75.38,127.22,282.50,73464.2
9219,2.78,2.27,1.42,76.08,128.10,261.86,64061.8
9220,2.72,1.81,1.72,75.90,127.32,269.70,76019.7
9221,2.62,2.29,1.38,76.24,127.93,286.95,74167.8
9222,2.67,2.18,1.30,75.69,127.77,277.13,76980.2
9223,2.69,1.89,1.20,76.24,127.53,289.26,73691.0
9224,2.74,2.21,1.31,75.43,128.44,257.24,70460.7
9225,2.82,2.03,1.74,75.55,128.34,284.41,68974.3
9226,2.66,1.99,1.56,76.25,127.71,271.50,67264.1
9227,2.75,2.05,1.24,75.69,127.76,280.28,66791.7
9228,2.72,1.75,1.68,75.84,127.25,265.59,68970.7
9229,2.85,2.25,1.79,75.42,127.32,285.01,75284.0
9230,2.77,2.28,1.22,75.24,127.82,266.73,63964.1
9231,2.79,1.93,1.36,75.31,128.16,274.20,75185.6
9232,2.74,1.80,1.44,75.38,127.94,293.15,69781.0
9233,2.70,1.80,1.21,75.34,128.48,281.14,74818.7
9234,2.84,1.84,1.80,75.48,128.12,288.66,73959.8
9235,2.65,2.23,1.23,75.22,127.71,292.26,72319.2
9236,2.57,1.79,1.79,75.55,127.50,247.66,68023.4
9237,2.69,2.03,1.55,75.58,128.05,274.50,75740.7
9238,2.80,2.22,1.62,75.60,128.00,269.11,71199.5
9239,2.61,1.98,1.65,75.53,128.14,259.08,63482.8
9240,2.87,2.18,1.45,76.46,128.30,292.46,73401.2
9241,2.52,2.11,1.45,75.84,127.25,269.97,75712.2
9242,2.70,1.77,1.65,76.13,127.58,264.43,64831.3
9243,2.70,1.83,1.73,75.91,127.72,255.41,76143.3
9244,2.53,1.92,1.63,76.30,128.59,249.49,68265.5
9245,2.52,2.09,1.25,75.39,128.41,244.95,71564.6
9246,2.63,1.98,1.61,76.07,128.51,278.99,63933.6
9247,2.72,1.74,1.53,75.52,127.94,265.70,68704.4
9248,2.77,1.71,1.39,76.04,128.34,281.32,72810.0
9249,2.71,2.05,1.37,76.47,127.71,281.09,63725.7
9250,2.78,2.14,1.79,75.89,128.44,260.79,76861.2
9251,2.53,2.08,1.37,75.51,128.22,280.34,75596.4
9252,2.79,1.98,1.59,75.41,128.38,289.94,74128.5
9253,2.72,1.91,1.78,75.65,128.01,241.88,67052.6
9254,2.59,2.07,1.31,76.08,127.56,272.27,66900.5
9255,2.89,2.02,1.76,75.25,128.55,246.13,76989.0
9256,2.51,2.26,1.21,75.76,127.57,270.27,69235.7
9257,2.89,2.25,1.33,76.35,127.87,276.08,74663.9
9258,2.53,2.04,1.57,75.61,128.58,258.11,72931.4
9259,2.90,2.19,1.61,75.53,127.29,253.75,64068.8
9260,2.70,2.13,1.55,75.80,127.40,293.72,65472.3
9261,2.83,1.97,1.34,75.23,127.97,263.93,70438.1
9262,2.66,1.99,1.69,75.62,128.31,288.22,69253.5
9263,2.61,2.16,1.71,75.28,127.65,277.79,67010.6
9264,2.66,1.71,1.68,75.72,127.25,273.01,64865.2
9265,2.71,2.30,1.75,75.60,127.24,252.96,66672.0
9266,2.64,2.29,1.30,75.71,128.22,256.51,75967.9
9267,2.53,2.08,1.43,76.11,128.33,253.99,63918.0
9268,2.64,2.04,1.61,75.62,128.26,275.58,73567.4
9269,2.77,2.27,1.24,75.70,128.31,276.35,67750.5
9270,2.64,2.17,1.71,75.29,128.58,290.13,70848.9
9271,2.89,1.83,1.21,75.76,127.93,286.07,66925.2
9272,2.82,2.14,1.69,75.54,127.59,281.23,71442.8
9273,2.58,2.22,1.28,75.70,128.27,274.22,72976.4
9274,2.78,2.15,1.37,76.34,128.49,245.68,66228.9
9275,2.70,1.77,1.31,76.29,127.94,263.71,71223.2
9276,2.56,2.29,1.30,75.42,127.63,244.06,66625.7
9277,2.85,1.78,1.40,76.24,127.76,279.10,70893.2
9278,2.66,2.24,1.39,75.22,128.23,272.91,74255.3
9279,2.57,1.99,1.54,75.49,128.45,292.09,75857.1
9280,2.69,2.16,1.76,75.91,127.31,246.59,65061.2
9281,2.54,2.13,1.74,76.29,127.35,245.94,67675.1
9282,2.83,1.72,1.51,75.77,127.59,257.18,73089.1
9283,2.84,1.91,1.72,76.22,127.37,286.11,69898.9
9284,2.54,2.17,1.42,75.46,128.38,271.09,65326.0
9285,2.51,1.84,1.45,76.43,127.96,280.62,75741.7
9286,2.53,2.22,1.34,75.33,128.43,241.03,76197.8
9287,2.51,2.16,1.34,76.00,128.38,269.56,72795.1
9288,2.90,2.29,1.24,75.84,127.67,281.01,63019.4
9289,2.53,1.89,1.61,76.56,128.34,281.72,70760.6
9290,2.79,1.76,1.76,75.53,127.53,258.25,68852.8
9291,2.63,2.02,1.42,75.78,127.25,277.53,67112.3
9292,2.90,1.79,1.36,75.58,127.23,283.61,64241.2
9293,2.83,1.72,1.68,76.55,127.51,280.13,71943.5
9294,2.67,1.72,1.45,76.32,128.58,276.66,75961.3
9295,2.80,2.18,1.29,75.51,128.41,290.60,66105.8
9296,2.58,1.83,1.51,75.43,127.28,289.53,75288.9
9297,2.63,1.72,1.42,75.60,127.51,290.60,69959.5
9298,2.68,2.02,1.22,75.62,128.34,263.95,65898.5
9299,2.65,1.97,1.31,75.92,128.20,255.18,64365.5
9300,2.89,2.13,1.79,75.76,127.45,262.90,63237.7
9301,2.65,2.05,1.32,75.79,127.60,264.42,75201.0
9302,2.68,1.72,1.36,75.42,127.33,274.49,72967.5
9303,2.81,1.88,1.51,76.10,127.54,271.14,67190.9
9304,2.69,2.13,1.36,76.57,128.58,286.77,72543.0
9305,2.70,1.94,1.69,76.14,128.32,250.54,73342.0
9306,2.73,1.79,1.35,76.43,127.22,274.35,63542.8
9307,2.70,2.09,1.34,75.52,127.37,244.67,63626.3
9308,2.54,2.20,1.53,76.12,127.59,248.92,65386.8
9309,2.81,1.82,1.45,75.46,128.26,282.53,63733.5
9310,2.89,2.04,1.58,76.21,128.32,247.62,75042.6
9311,2.82,2.22,1.30,75.23,127.71,271.95,68348.4
9312,2.71,1.77,1.67,75.50,127.85,255.71,71658.1
9313,2.72,1.81,1.45,76.01,128.32,285.05,73834.3
9314,2.67,2.23,1.40,75.59,128.49,260.86,73562.1
9315,2.52,1.93,1.27,76.04,127.72,279.15,70984.8
9316,2.52,1.92,1.77,75.29,128.25,253.32,72357.9
9317,2.61,2.03,1.25,76.29,128.05,276.96,66818.7
9318,2.61,1.98,1.49,76.60,128.09,272.03,69407.2
9319,2.69,1.72,1.65,75.44,128.56,285.43,75248.3
9320,2.58,2.22,1.34,76.26,127.90,261.19,73448.2
9321,2.72,2.05,1.33,76.22,128.17,255.22,73711.3
9322,2.70,2.00,1.76,75.63,127.34,248.87,66109.8
9323,2.70,1.84,1.57,75.56,127.68,276.56,72037.4
9324,2.69,1.89,1.55,76.51,127.32,293.81,64221.3
9325,2.66,1.88,1.59,76.14,127.54,272.43,67884.6
9326,2.86,1.88,1.74,75.67,127.24,257.98,67703.9
9327,2.60,1.72,1.67,75.38,128.43,243.50,65795.4
9328,2.58,2.13,1.80,75.40,127.69,287.24,66906.9
9329,2.83,1.98,1.35,75.91,127.99,292.77,71598.3
9330,2.60,2.05,1.52,76.14,128.31,266.33,68426.1
9331,2.83,2.00,1.37,75.99,127.77,249.86,66092.3
9332,2.65,2.11,1.57,75.65,127.52,285.75,63641.1
9333,2.59,2.20,1.29,76.11,127.48,281.75,63350.7
9334,2.82,1.84,1.74,76.45,127.30,280.81,64755.6
9335,2.89,1.76,1.44,76.38,128.22,264.64,66816.0
9336,2.67,1.97,1.43,75.43,128.22,248.82,73241.9
9337,2.57,1.99,1.23,76.07,128.35,250.71,70501.5
9338,2.77,1.75,1.72,75.55,128.49,284.73,67572.8
9339,2.70,1.73,1.31,75.87,128.54,243.73,74120.6
9340,2.81,2.24,1.37,76.42,128.27,282.53,67711.9
9341,2.55,2.12,1.30,76.31,128.01,276.09,66093.7
9342,2.54,1.87,1.49,75.86,127.80,264.46,63758.7
9343,2.50,2.16,1.47,75.20,127.46,288.61,75459.2
9344,2.69,1.89,1.35,75.60,128.27,292.17,74820.8
9345,2.87,2.21,1.79,76.03,128.06,244.63,69719.7
9346,2.62,2.17,1.22,75.85,128.05,291.61,66845.7
9347,2.55,1.86,1.76,76.09,128.47,267.48,63449.3
9348,2.77,2.14,1.76,76.08,127.71,269.96,69329.4
9349,2.57,1.89,1.80,75.98,128.13,247.19,67318.3
9350,2.82,2.25,1.39,75.42,127.32,256.48,67723.6
9351,2.77,1.87,1.30,75.39,127.60,257.71,70262.8
9352,2.50,2.14,1.56,75.24,127.28,261.05,63468.8
9353,2.88,1.80,1.54,76.58,127.67,281.62,76107.3
9354,2.70,2.28,1.26,76.10,128.04,285.37,67302.8
9355,2.68,1.98,1.26,76.38,127.58,275.15,63749.8
9356,2.81,2.18,1.37,75.66,128.18,275.44,66193.7
9357,2.85,2.23,1.45,75.29,127.26,267.34,67472.9
9358,2.72,2.23,1.21,75.92,127.64,249.92,67188.9
9359,2.68,2.14,1.79,75.77,127.92,247.34,74446.3
9360,2.52,1.99,1.48,75.78,127.27,250.02,75070.0
9361,2.86,2.00,1.68,75.72,128.50,271.09,75591.8
9362,2.77,2.10,1.43,76.31,127.36,257.60,76798.0
9363,2.52,1.74,1.25,76.32,127.56,246.63,65748.2
9364,2.52,2.21,1.70,76.22,128.26,247.68,74394.5
9365,2.59,2.06,1.26,75.87,128.57,279.95,74612.6
9366,2.58,1.98,1.38,75.52,127.58,276.19,75215.7
9367,2.70,2.14,1.69,75.89,128.18,255.05,67365.5
9368,2.75,1.99,1.77,75.54,127.98,248.61,73547.3
9369,2.63,2.01,1.56,75.75,127.88,259.69,70428.1
9370,2.56,1.78,1.24,75.56,127.36,267.69,75223.2
9371,2.69,2.21,1.71,75.64,128.58,246.53,73452.9
9372,2.57,2.18,1.22,75.99,127.50,274.00,64393.6
9373,2.76,1.80,1.78,75.55,128.22,246.78,75098.3
9374,2.89,1.94,1.56,75.68,128.39,264.92,73037.7
9375,2.88,2.06,1.29,76.07,128.37,271.27,71610.7
9376,2.54,2.11,1.36,75.46,127.33,258.84,75543.5
9377,2.57,1.77,1.21,75.22,127.26,274.35,76435.1
9378,2.60,1.92,1.63,75.80,127.94,260.72,75938.4
9379,2.87,1.73,1.31,76.36,127.56,243.87,74393.1
9380,2.88,2.29,1.63,75.46,128.05,276.61,68463.9
9381,2.72,2.08,1.55,75.44,127.94,261.54,76258.0
9382,2.56,1.91,1.31,76.41,127.57,282.58,71564.0
9383,2.61,1.96,1.61,75.76,127.86,292.39,67970.8
9384,2.69,2.01,1.70,76.52,128.48,250.45,70157.8
9385,2.63,1.80,1.63,75.91,128.57,262.11,67292.5
9386,2.53,1.72,1.21,76.55,128.21,281.99,64618.2
9387,2.68,1.98,1.62,76.30,128.00,275.60,71032.6
9388,2.80,1.78,1.37,75.59,128.12,271.18,75624.2
9389,2.69,2.17,1.30,75.69,127.45,274.45,69516.5
9390,2.85,2.22,1.71,75.70,127.34,267.80,72695.6
9391,2.70,1.80,1.34,76.08,128.06,247.20,67043.2
9392,2.83,2.02,1.49,75.76,128.31,265.80,66497.4
9393,2.56,1.72,1.50,75.24,128.59,261.32,71281.7
9394,2.81,1.95,1.57,75.32,128.26,279.49,73989.4
9395,2.64,2.13,1.43,76.19,127.89,240.97,72523.8
9396,2.60,2.19,1.57,75.82,127.29,272.65,66801.2
9397,2.77,1.77,1.33,76.19,127.99,264.80,75756.4
9398,2.69,2.25,1.50,75.36,127.60,250.57,64851.2
9399,2.63,2.12,1.35,75.65,127.64,243.09,72321.2
9400,2.88,2.10,1.66,76.49,128.15,276.79,64103.9
9401,2.62,1.89,1.60,76.34,127.75,246.02,67059.5
9402,2.50,1.76,1.50,76.14,128.17,281.96,76991.1
9403,2.79,1.93,1.37,75.93,127.99,289.64,75260.3
9404,2.52,1.95,1.20,75.88,128.44,293.80,68922.4
9405,2.56,1.93,1.76,75.36,128.10,244.01,68239.8
9406,2.75,1.79,1.22,75.87,127.27,273.99,73340.3
9407,2.53,1.95,1.70,76.09,128.33,272.33,76159.4
9408,2.60,1.87,1.36,76.08,127.64,263.63,65957.7
9409,2.70,1.87,1.73,75.42,128.03,282.37,69945.4
9410,2.63,2.10,1.70,75.38,128.22,288.53,70925.2
9411,2.70,2.24,1.31,75.75,127.91,288.84,75596.5
9412,2.70,2.24,1.78,76.52,127.55,257.42,70056.5
9413,2.69,1.76,1.29,76.17,127.99,287.21,71889.3
9414,2.50,1.93,1.62,76.48,128.26,266.79,66324.3
9415,2.54,2.29,1.45,76.42,127.79,291.08,76606.7
9416,2.60,1.93,1.60,76.03,128.26,253.04,67081.3
9417,2.89,2.19,1.59,75.35,128.34,250.17,74750.9
9418,2.75,2.21,1.66,75.55,128.06,246.46,74517.4
9419,2.88,2.26,1.25,75.27,127.36,291.56,69957.6
9420,2.62,2.23,1.49,76.00,127.98,285.04,75459.5
9421,2.62,1.80,1.52,75.54,128.43,271.23,73512.7
9422,2.57,2.10,1.42,75.99,127.24,283.37,63142.6
9423,2.78,1.73,1.64,75.50,128.12,260.28,74447.8
9424,2.75,1.85,1.73,75.99,127.54,287.34,66508.9
9425,2.52,1.82,1.62,75.77,127.99,267.16,70341.3
9426,2.54,1.77,1.52,76.04,128.59,279.67,65805.6
9427,2.74,1.81,1.75,75.88,128.08,281.66,65131.3
9428,2.88,2.02,1.25,76.13,127.37,273.81,68023.1
9429,2.65,1.90,1.42,75.76,127.33,257.96,68224.8
9430,2.83,2.09,1.40,76.39,127.88,291.88,74118.5
9431,2.64,2.18,1.26,75.58,127.22,274.02,74843.2
9432,2.56,2.09,1.76,76.02,127.85,259.70,73393.8
9433,2.83,2.11,1.52,75.49,128.23,249.00,63832.7
9434,2.69,1.82,1.79,75.56,128.11,259.13,67383.4
9435,2.65,2.25,1.34,75.83,128.60,285.23,64635.6
9436,2.78,2.05,1.55,75.56,127.94,250.80,64686.7
9437,2.89,2.17,1.78,76.59,128.49,274.35,72594.3
9438,2.67,2.23,1.45,76.54,127.33,286.40,65912.4
9439,2.74,1.78,1.78,75.36,127.62,247.62,65899.3
9440,2.83,2.17,1.66,76.41,127.92,286.84,73249.6
9441,2.66,1.79,1.56,75.23,128.46,256.81,69109.0
9442,2.51,1.82,1.76,76.25,127.71,247.63,66437.5
9443,2.61,1.70,1.62,75.97,127.23,265.55,73005.7
9444,2.68,2.27,1.71,75.99,128.50,262.52,74917.6
9445,2.66,2.07,1.38,75.38,127.40,274.43,72641.4
9446,2.57,2.27,1.33,75.53,127.44,248.16,63260.1
9447,2.64,1.84,1.46,76.53,128.58,265.66,73823.7
9448,2.85,1.77,1.38,76.20,128.33,263.74,67506.2
9449,2.67,2.11,1.52,76.55,127.26,256.87,67995.9
9450,2.78,2.15,1.44,75.73,128.20,265.29,74749.5
9451,2.74,2.28,1.57,75.90,128.07,282.80,69376.6
9452,2.63,1.71,1.61,75.60,128.26,247.72,76914.3
9453,2.79,2.17,1.27,76.10,127.41,290.01,66074.3
9454,2.74,1.76,1.59,75.64,128.23,263.12,67663.6
9455,2.78,2.02,1.23,75.96,128.19,263.89,66695.1
9456,2.74,2.00,1.21,76.49,127.22,263.61,65425.6
9457,2.61,1.97,1.73,76.09,127.49,265.71,74877.2
9458,2.73,1.90,1.28,75.36,128.25,271.37,74621.6
9459,2.90,1.80,1.63,75.54,128.41,284.31,65562.0
9460,2.70,2.23,1.71,76.53,128.57,265.73,65055.3
9461,2.68,1.99,1.57,75.75,128.44,290.73,63665.8
9462,2.69,2.21,1.30,75.45,127.94,263.18,69911.2
9463,2.70,1.83,1.70,76.58,127.54,260.36,65236.4
9464,2.72,1.94,1.78,75.71,127.82,261.14,76958.4
9465,2.70,1.77,1.21,76.04,127.28,254.48,70886.6
9466,2.74,2.19,1.27,75.98,128.05,262.94,74155.8
9467,2.88,1.97,1.27,75.79,127.66,285.78,67696.8
9468,2.71,2.18,1.34,75.26,127.87,243.00,68866.8
9469,2.63,1.88,1.45,75.95,127.35,252.29,76799.7
9470,2.89,1.85,1.21,76.39,127.88,258.16,66863.1
9471,2.81,2.26,1.70,75.41,128.55,265.56,67217.6
9472,2.86,1.95,1.37,76.18,128.11,283.83,67870.1
9473,2.64,2.01,1.60,75.68,128.09,251.33,71276.3
9474,2.63,1.97,1.56,75.77,128.56,257.50,65219.0
9475,2.70,2.14,1.39,75.58,127.66,286.95,75689.2
9476,2.89,2.01,1.40,75.36,127.88,243.18,76999.4
9477,2.56,2.21,1.32,75.56,128.54,240.62,65548.2
9478,2.83,2.06,1.69,75.57,127.91,289.58,72709.0
9479,2.83,1.92,1.61,76.47,127.36,259.31,73743.5
